ID,Account,Product,Period,Price
1267,FantasticMessages,Flower Bouquet,2/7/2014,4.14
1268,ChatSingFarer,Left-handed Scissors,4/18/2014,9.01
1269,Gamedirsil,Hot Dog,1/25/2014,4.29
1270,HellUpdate,Devil Donut,1/24/2014,8.35
1271,Namedianon,Left-handed Scissors,2/9/2014,7.62
1272,Crawlergy,Snow Plow,1/31/2014,7.66
1273,Bizarrevces,Bowling Ball,3/15/2014,12.8
1274,Docunche,Slingshot,1/12/2014,3.36
1275,Acidyles,Pacifier,3/16/2014,8.77
1276,Eurinewh,Pacifier,1/4/2014,12.66
1277,Remedios,Barley,2/1/2014,8.63
1278,Mesorock,Krusty-Os,4/4/2014,9.24
1279,Ladynallik,Buzz Cola,2/20/2014,11.93
1280,InvaderRoll,Flower Bouquet,3/26/2014,3.26
1281,NewscastKenka,Buzz Cola,4/4/2014,3.24
1282,Nanosill,Devil Donut,3/10/2014,3.58
1283,ArsenalTalk,Saxophone Reed,4/22/2014,11.31
1284,Poshytess,Slingshot,1/3/2014,7.93
1285,FantasticMessages,Almond Milk,3/21/2014,7.82
1286,Janionon,Saxophone Reed,3/1/2014,3.23
1287,Cyberione,Saxophone Reed,1/8/2014,11.72
1288,Blikitbec,Almond Milk,4/10/2014,7.43
1289,ChiNotice,Pacifier,2/25/2014,12.96
1290,HelpSweet,Saxophone Reed,4/9/2014,9.3
1291,Grouptu,Saxophone Reed,4/24/2014,3.37
1292,JunkyZest,Buzz Cola,1/24/2014,6.31
1293,Acme,Slingshot,3/14/2014,12.95
1294,MatterSimply,Slingshot,2/5/2014,12.22
1295,Staressa,Barley,3/4/2014,9.66
1296,Staressa,Krusty-Os,4/15/2014,3.14
1297,Choicance,Bowling Ball,2/12/2014,6.38
1298,Intendscr,Slingshot,1/10/2014,4.08
1299,Bizarrestan,Almond Milk,4/10/2014,7.08
1300,BrainyZollo,Krusty-Os,1/30/2014,12.01
1301,Estarch,Krusty-Os,3/17/2014,8.79
1302,HeavenNarrative,Buzz Cola,4/3/2014,3.88
1303,ChiNotice,Buzz Cola,3/25/2014,6.52
1304,Melchuran,Squishee,1/18/2014,7.61
1305,AnnouncerKing,Almond Milk,3/14/2014,9.1
1306,Bizarrestan,Snow Plow,2/14/2014,8.12
1307,FunkyFreexRing,Squishee,3/28/2014,7.34
1308,Crawlerra,Saxophone Reed,3/10/2014,12.23
1309,Animorror,Almond Milk,3/8/2014,6.89
1310,Lyndatage,Saxophone Reed,2/16/2014,8.15
1311,Garnetter,Almond Milk,4/18/2014,10
1312,MundeLogicLittle,Flower Bouquet,2/16/2014,10.38
1313,Firectored,Saxophone Reed,4/17/2014,11.72
1314,HeheBraceFizz,Hot Dog,1/21/2014,4.09
1315,Kenkatani,Snow Plow,2/4/2014,12.96
1316,Mettertbe,Hot Dog,2/7/2014,4.09
1317,Mundelise,Almond Milk,4/15/2014,7.22
1318,Bloodiell,Slingshot,4/15/2014,12.91
1319,BugsSlayr,Squishee,4/27/2014,3.74
1320,Poshytess,Squishee,1/6/2014,7.16
1321,ChiNotice,Snow Plow,3/19/2014,3.5
1322,Reenaca,Pacifier,2/9/2014,4.12
1323,Bleck,Pacifier,4/30/2014,5.81
1324,Angelstage,Pacifier,2/24/2014,12.85
1325,Firstrous,Devil Donut,2/25/2014,5.68
1326,Insideally,Squishee,4/11/2014,3.19
1327,KiddoAnhart,Buzz Cola,2/28/2014,8.54
1328,Manprope,Pacifier,3/26/2014,10.51
1329,Goldenbrae,Snow Plow,3/30/2014,8.47
1330,Bleck,Almond Milk,3/6/2014,12.79
1331,BlueDev,Buzz Cola,3/2/2014,5.87
1332,Recipecide,Snow Plow,3/22/2014,8.28
1333,PartyGotInspiring,Almond Milk,3/7/2014,9.31
1334,Cimballe,Slingshot,3/13/2014,3.52
1335,Bishinve,Left-handed Scissors,4/14/2014,12.58
1336,Enzapper,Orange Punch,3/20/2014,6.76
1337,Mintaliers,Devil Donut,2/17/2014,11.17
1338,Kenkately,Orange Punch,3/30/2014,8.38
1339,Chiaritail,Pacifier,2/16/2014,4.06
1340,Shualich,Bowling Ball,3/18/2014,12.79
1341,Kenkatani,Hot Dog,1/10/2014,12.55
1342,Noticeteat,Devil Donut,3/31/2014,9.26
1343,Anhartzimm,Orange Punch,4/12/2014,7.24
1344,MintBlogger,Barley,3/27/2014,8.16
1345,PositiveSpider,Buzz Cola,3/21/2014,9.73
1346,NipZero,Left-handed Scissors,4/11/2014,5.02
1347,BrainyZollo,Devil Donut,2/24/2014,10.84
1348,Famoustebl,Saxophone Reed,4/27/2014,8.67
1349,Grouptu,Buzz Cola,1/22/2014,10.68
1350,GossipNight,Snow Plow,1/5/2014,5.02
1351,Prophecyst,Slingshot,3/20/2014,9.49
1352,IteTabloid,Saxophone Reed,4/26/2014,9.74
1353,Scarypticew,Barley,1/20/2014,11.98
1354,BingNumero,Buzz Cola,4/22/2014,7.51
1355,DayWishFear,Hot Dog,1/20/2014,9.22
1356,CuriousStorm,Hot Dog,4/30/2014,3.44
1357,Bozicalyste,Barley,3/9/2014,3.63
1358,Hytermat,Buzz Cola,4/8/2014,7.47
1359,Sheerlism,Saxophone Reed,3/21/2014,7.58
1360,InloveDiary,Devil Donut,2/25/2014,12.61
1361,KiddoAnhart,Devil Donut,4/28/2014,12.82
1362,Faxionan,Saxophone Reed,1/26/2014,3.06
1363,Hubersi,Flower Bouquet,3/28/2014,8.69
1364,Clownerli,Left-handed Scissors,4/19/2014,3.34
1365,Mudsalib,Buzz Cola,3/6/2014,10.04
1366,CrazyNumBrace,Buzz Cola,1/25/2014,11.24
1367,AnnouncerKing,Almond Milk,2/15/2014,11.92
1368,NotePuff,Saxophone Reed,3/29/2014,5.21
1369,Quintin,Bowling Ball,1/8/2014,7.68
1370,Crawlergy,Almond Milk,1/7/2014,11.2
1371,LilCrown2free,Saxophone Reed,4/30/2014,11.03
1372,Euphartn,Orange Punch,1/14/2014,6.26
1373,Insideret,Orange Punch,3/19/2014,6.45
1374,Loverabbit,Slingshot,2/13/2014,5.39
1375,Keeferr,Snow Plow,3/12/2014,10.06
1376,GoldCrayon,Snow Plow,3/24/2014,6.06
1377,Bleck,Snow Plow,3/15/2014,7.45
1378,Bothybarosa,Slingshot,4/27/2014,3.38
1379,LuvBleak,Bowling Ball,1/11/2014,12.6
1380,NumeroTroik,Almond Milk,4/2/2014,5.87
1381,Bradelextr,Buzz Cola,2/17/2014,11.61
1382,Ineschic,Barley,1/14/2014,12.98
1383,ShadesMoto,Pacifier,4/11/2014,5.32
1384,Cognizant Technology Solutions,Hot Dog,1/13/2014,3.94
1385,Puppygman,Barley,4/26/2014,11.95
1386,Nediumpm,Krusty-Os,4/17/2014,5.12
1387,Phiatechma,Pacifier,3/24/2014,9.93
1388,FighterDiary,Flower Bouquet,2/15/2014,8.82
1389,BoaFairy,Saxophone Reed,2/19/2014,4.03
1390,MamaNice,Slingshot,3/6/2014,3.35
1391,Diaryptor,Left-handed Scissors,1/10/2014,8.64
1392,NozyGiga,Almond Milk,1/6/2014,12.85
1393,GurlyJinPersonal,Snow Plow,1/31/2014,8.68
1394,Crawlerra,Buzz Cola,2/19/2014,8.6
1395,Caperlexe,Hot Dog,3/25/2014,10.99
1396,Buddyella,Krusty-Os,3/25/2014,11.02
1397,FantasticMessages,Squishee,4/15/2014,7.91
1398,Saleurip,Flower Bouquet,1/21/2014,8.16
1399,Blognasona,Barley,4/30/2014,7.46
1400,Diaryptor,Pacifier,4/11/2014,4.14
1401,Pedabrsel,Left-handed Scissors,1/19/2014,11.9
1402,HomeySchool,Bowling Ball,2/11/2014,10.36
1403,ActuallyGravity,Flower Bouquet,4/20/2014,7.92
1404,BugsSlayr,Pacifier,1/26/2014,10.37
1405,LogFly,Hot Dog,4/1/2014,3.69
1406,ArsenalTalk,Devil Donut,3/10/2014,5.04
1407,Gerystat,Flower Bouquet,3/19/2014,12.12
1408,Pathours,Pacifier,4/5/2014,6.9
1409,PurpleShoes,Almond Milk,1/30/2014,3.52
1410,Dickader,Saxophone Reed,4/5/2014,3.33
1411,Mundelise,Bowling Ball,1/6/2014,10.39
1412,Nexawayim,Devil Donut,2/20/2014,7.5
1413,IamBillHannah,Left-handed Scissors,4/30/2014,7.09
1414,Medyneph,Saxophone Reed,4/19/2014,6.42
1415,Greygramid,Flower Bouquet,3/21/2014,6.83
1416,Crawlerra,Snow Plow,2/26/2014,8.17
1417,Crownettele,Saxophone Reed,4/23/2014,12.88
1418,Emidsient,Pacifier,3/3/2014,6.94
1419,Nozyforbox,Buzz Cola,4/17/2014,4.06
1420,BabyPro,Squishee,1/1/2014,9.49
1421,SnoWord,Barley,1/10/2014,7.34
1422,Mubarnet,Saxophone Reed,4/28/2014,6.79
1423,Mediaux,Squishee,1/28/2014,10.42
1424,Bizarrestan,Hot Dog,3/12/2014,12.35
1425,Mithelle,Barley,1/22/2014,11.59
1426,KaptainHerald,Flower Bouquet,2/1/2014,9.67
1427,Crawlerra,Devil Donut,4/24/2014,7.67
1428,PurpleShoes,Almond Milk,4/8/2014,3.17
1429,Optionic,Devil Donut,4/23/2014,3.99
1430,Nioneenf,Slingshot,3/28/2014,10.05
1431,Citythr,Hot Dog,2/13/2014,11.83
1432,Glamouroy,Devil Donut,4/22/2014,12.41
1433,Finaldelu,Saxophone Reed,1/17/2014,11.73
1434,RightBeZeether,Almond Milk,1/17/2014,5.92
1435,Finaldelu,Pacifier,4/24/2014,10.35
1436,DoubleTen,Barley,3/15/2014,5.48
1437,LilCrown2free,Bowling Ball,2/15/2014,5.23
1438,Forsyncer,Snow Plow,4/10/2014,5.76
1439,Communique,Krusty-Os,1/30/2014,5.51
1440,Grouptu,Buzz Cola,4/20/2014,5.33
1441,Mudsalib,Saxophone Reed,1/10/2014,8.38
1442,Bloodiell,Devil Donut,3/25/2014,11.32
1443,HeheBraceFizz,Slingshot,2/3/2014,3.56
1444,Ennectur,Bowling Ball,4/11/2014,8.87
1445,Medyneph,Barley,3/12/2014,7.09
1446,PurpleShoes,Pacifier,3/1/2014,4.26
1447,Lineadyne,Bowling Ball,3/24/2014,10.9
1448,Lyndatage,Barley,3/4/2014,9.81
1449,ShadesMoto,Almond Milk,4/23/2014,12.94
1450,CzarCandyPool,Flower Bouquet,3/18/2014,6.69
1451,Enzapper,Hot Dog,3/20/2014,12.22
1452,GinoWillows,Slingshot,4/13/2014,10.41
1453,HelloGrand,Snow Plow,3/20/2014,3.13
1454,Bryankpi,Flower Bouquet,2/22/2014,6
1455,Latinament,Snow Plow,1/16/2014,6.07
1456,Kalamicvi,Left-handed Scissors,1/23/2014,5.93
1457,NotePuff,Barley,1/16/2014,6.89
1458,Capenikk,Squishee,3/9/2014,9.62
1459,BlondieYoga,Krusty-Os,3/28/2014,10.44
1460,Hytermat,Almond Milk,4/4/2014,11.34
1461,Arouset,Pacifier,2/4/2014,6.77
1462,CheeseSunset,Hot Dog,3/7/2014,6.7
1463,Enerpeop,Orange Punch,1/5/2014,10.44
1464,Nepheworma,Almond Milk,3/14/2014,5.09
1465,Hartlinkel,Slingshot,3/29/2014,5.31
1466,Genusting,Hot Dog,4/26/2014,9.68
1467,PartyGotInspiring,Buzz Cola,4/25/2014,12.2
1468,Mesorock,Flower Bouquet,3/6/2014,11.33
1469,Sheerlism,Almond Milk,4/14/2014,3.48
1470,IteTabloid,Devil Donut,2/17/2014,4.23
1471,Greygramid,Pacifier,1/29/2014,8.41
1472,Lacegere,Pacifier,2/15/2014,10.92
1473,Momjudebi,Snow Plow,4/8/2014,10.5
1474,Pinchoint,Left-handed Scissors,2/14/2014,5.22
1475,Givandre,Saxophone Reed,4/6/2014,3.39
1476,Ripplayer,Barley,2/28/2014,3.39
1477,Proudonnati,Saxophone Reed,3/25/2014,6.17
1478,RonzUber,Flower Bouquet,1/26/2014,3.62
1479,PurpleShoes,Almond Milk,4/20/2014,9.14
1480,Enturis,Slingshot,1/18/2014,7.53
1481,ListHaro,Saxophone Reed,4/5/2014,11.71
1482,Garnetter,Flower Bouquet,3/4/2014,12.3
1483,PartyBright,Buzz Cola,3/18/2014,10.38
1484,Bedsoft,Bowling Ball,1/14/2014,12.12
1485,2coolGarnett,Slingshot,3/10/2014,10.41
1486,Hartlinkel,Flower Bouquet,2/3/2014,3.71
1487,ChiriShabby,Bowling Ball,2/14/2014,8.58
1488,Apenguinda,Barley,4/24/2014,10.99
1489,Kalamicvi,Almond Milk,4/3/2014,3.52
1490,Adsmanda,Devil Donut,3/17/2014,9.45
1491,DudeCozy,Orange Punch,2/18/2014,5.13
1492,Boostleysse,Saxophone Reed,1/7/2014,3.19
1493,Gerrics,Squishee,3/8/2014,12.11
1494,NotePuff,Saxophone Reed,4/24/2014,6.2
1495,Pathbaud,Squishee,2/28/2014,9.88
1496,Parkettsto,Krusty-Os,1/2/2014,10.48
1497,Purplellis,Barley,3/29/2014,5.04
1498,IcyEye,Hot Dog,1/13/2014,3.13
1499,ChonePitcher,Almond Milk,4/18/2014,4.47
1500,Anospeak,Squishee,4/19/2014,10.27
1501,Mediantam,Buzz Cola,2/13/2014,11.33
1502,Keeferr,Squishee,4/20/2014,7.07
1503,Hanglober,Saxophone Reed,1/2/2014,11.57
1504,Rainbower,Devil Donut,3/15/2014,7.38
1505,Bloggerer,Squishee,2/26/2014,4.89
1506,BurntFear,Devil Donut,1/19/2014,6.77
1507,Pyranka,Orange Punch,1/26/2014,12.03
1508,Greygramid,Left-handed Scissors,2/6/2014,7.79
1509,Phianatune,Hot Dog,4/1/2014,11.68
1510,Screenary,Orange Punch,4/11/2014,10.98
1511,Pathours,Devil Donut,1/12/2014,8.05
1512,EyesWaveWaka,Devil Donut,4/30/2014,11.5
1513,Rocketonbi,Flower Bouquet,2/13/2014,3.63
1514,Promsdeo,Squishee,4/9/2014,12.61
1515,Ennectur,Orange Punch,2/12/2014,7.34
1516,Daranter,Buzz Cola,2/8/2014,12.72
1517,ChonePitcher,Bowling Ball,1/30/2014,5.77
1518,DudeCozy,Hot Dog,4/16/2014,8.44
1519,DressySweetie,Krusty-Os,4/14/2014,3.73
1520,Givandre,Barley,4/29/2014,6.19
1521,JungPeakTrimble,Krusty-Os,3/26/2014,11.54
1522,Inaching,Almond Milk,3/19/2014,6.75
1523,LuvBleak,Barley,3/14/2014,7.65
1524,Carestl,Saxophone Reed,3/3/2014,5.02
1525,Lacegere,Saxophone Reed,3/8/2014,8.23
1526,Pathbaud,Snow Plow,1/13/2014,11.95
1527,Bloggerer,Buzz Cola,4/4/2014,7.43
1528,Saleurip,Hot Dog,3/13/2014,5.51
1529,RazuKenka,Bowling Ball,4/15/2014,7.08
1530,Bothybarosa,Snow Plow,4/20/2014,10
1531,Clownerli,Pacifier,3/20/2014,11.36
1532,Faxionan,Slingshot,2/18/2014,7.29
1533,Audivinq,Barley,4/2/2014,4.66
1534,FighterDiary,Flower Bouquet,2/5/2014,5.8
1535,Communique,Almond Milk,3/18/2014,5.76
1536,LordTinsTa,Devil Donut,2/12/2014,11.26
1537,Seepanethor,Snow Plow,1/10/2014,8.68
1538,NoticeSports,Squishee,1/17/2014,11.15
1539,Intincrospr,Flower Bouquet,4/1/2014,7.34
1540,Rainbower,Flower Bouquet,4/29/2014,5.17
1541,Bradeluxie,Pacifier,3/16/2014,12.43
1542,DoggIntincr,Pacifier,1/8/2014,9.83
1543,Intincrol,Snow Plow,1/11/2014,9.95
1544,Doblanepm,Pacifier,2/22/2014,7.6
1545,Giancell,Almond Milk,2/28/2014,3.32
1546,Legendehic,Krusty-Os,3/24/2014,7.23
1547,RonzUber,Devil Donut,4/6/2014,12.14
1548,DudeCozy,Squishee,1/23/2014,6.68
1549,FreexCasual,Snow Plow,3/13/2014,4.02
1550,Mubarnet,Barley,1/25/2014,8.69
1551,Heaticel,Almond Milk,2/23/2014,12.81
1552,Nioneenf,Flower Bouquet,2/20/2014,3.11
1553,ArsenalTalk,Left-handed Scissors,2/16/2014,9.02
1554,HeraldEye,Left-handed Scissors,2/28/2014,3.61
1555,Japanos,Left-handed Scissors,4/1/2014,10.39
1556,Citythr,Hot Dog,1/14/2014,10.47
1557,AutLess,Flower Bouquet,1/28/2014,10.55
1558,HellUpdate,Pacifier,4/5/2014,6.9
1559,BleakKid,Pacifier,3/14/2014,8.69
1560,Nicenterge,Squishee,2/14/2014,5.62
1561,Sheerlism,Almond Milk,4/27/2014,4.44
1562,Firectored,Krusty-Os,2/25/2014,6.58
1563,ShowHead,Left-handed Scissors,2/25/2014,7.03
1564,Okcupercl,Barley,1/23/2014,7.19
1565,Medyneph,Buzz Cola,1/7/2014,11.32
1566,Nepheworma,Almond Milk,3/12/2014,4.41
1567,MonBoost,Slingshot,4/23/2014,12.98
1568,Blikingas,Slingshot,1/15/2014,4.02
1569,Jobbcoqu,Squishee,4/7/2014,9.96
1570,Ollynden,Hot Dog,3/6/2014,3.85
1571,Grouptics,Bowling Ball,4/6/2014,8.38
1572,Logiclynn,Bowling Ball,1/8/2014,9.55
1573,Precing,Snow Plow,2/23/2014,11.28
1574,IcyEye,Snow Plow,2/1/2014,4.83
1575,JournalKnot,Snow Plow,4/26/2014,5.16
1576,Blikitbec,Squishee,3/6/2014,3.37
1577,Perfectione,Orange Punch,2/4/2014,10.01
1578,Heaticel,Bowling Ball,1/3/2014,3.58
1579,Lyfernella,Hot Dog,1/12/2014,5.37
1580,Clownerli,Barley,2/17/2014,12.65
1581,Gambitches,Bowling Ball,4/12/2014,5.89
1582,GossipNight,Squishee,2/17/2014,10.84
1583,Proudonnati,Almond Milk,4/21/2014,4.98
1584,MatterSimply,Barley,4/3/2014,9.63
1585,Grundyneti,Squishee,3/20/2014,6.89
1586,GloryPsychBuddy,Flower Bouquet,2/26/2014,12.29
1587,Stargalta,Buzz Cola,1/26/2014,5.24
1588,HeheBraceFizz,Flower Bouquet,1/2/2014,8.51
1589,Funnynanome,Krusty-Os,3/2/2014,6.87
1590,GloryPsychBuddy,Squishee,3/23/2014,6.32
1591,JungPeakTrimble,Squishee,1/15/2014,12.39
1592,Animorror,Bowling Ball,1/20/2014,5.28
1593,Cuficel,Almond Milk,4/26/2014,9.12
1594,Footballee,Buzz Cola,4/24/2014,4.37
1595,Crownettele,Barley,3/17/2014,5.78
1596,Arouset,Bowling Ball,3/28/2014,12.42
1597,Chicatrisv,Left-handed Scissors,2/24/2014,4.69
1598,Bauhand,Orange Punch,4/5/2014,5.69
1599,FighterDiary,Left-handed Scissors,4/23/2014,12.22
1600,BrainyZollo,Bowling Ball,4/5/2014,5.15
1601,PodFang,Buzz Cola,1/9/2014,6.95
1602,Footballee,Devil Donut,1/7/2014,12.14
1603,Mettertbe,Buzz Cola,2/28/2014,3.33
1604,Ionidexcros,Left-handed Scissors,1/9/2014,8.36
1605,BulletinStar,Devil Donut,3/1/2014,9.21
1606,NumeroTroik,Krusty-Os,1/13/2014,11.72
1607,Mithelle,Squishee,4/2/2014,10.83
1608,Ensererry,Barley,2/19/2014,7.83
1609,Expeline,Bowling Ball,1/6/2014,11.21
1610,RonzUber,Squishee,2/7/2014,9.52
1611,PurpleShoes,Left-handed Scissors,3/21/2014,8.99
1612,Finaldelu,Squishee,3/9/2014,4.65
1613,Pinchrine,Left-handed Scissors,4/26/2014,5.12
1614,OneHelp,Pacifier,1/28/2014,8.73
1615,MinyOlympic,Pacifier,3/25/2014,8.1
1616,EdgyStunna,Barley,4/19/2014,5.49
1617,BauerCheese,Flower Bouquet,4/27/2014,3.26
1618,FoxLipsx,Left-handed Scissors,1/3/2014,4.47
1619,BlueDev,Krusty-Os,4/17/2014,6.32
1620,HenryGhoul,Hot Dog,3/5/2014,8.87
1621,Pariserlo,Left-handed Scissors,4/27/2014,7.66
1622,Saiyanetho,Orange Punch,2/12/2014,12.6
1623,Glamouroy,Left-handed Scissors,3/22/2014,5.57
1624,Mowerpatste,Flower Bouquet,3/29/2014,12.54
1625,Positiverc,Bowling Ball,1/6/2014,10.59
1626,Propence,Krusty-Os,1/28/2014,11.9
1627,PeatearHiro,Slingshot,3/20/2014,6.18
1628,IanInspiring,Buzz Cola,3/14/2014,3.39
1629,RatHunterCrescent,Flower Bouquet,1/28/2014,7.17
1630,HelpSweet,Squishee,4/6/2014,8.15
1631,Hubersi,Saxophone Reed,4/3/2014,8.38
1632,Networker,Barley,2/5/2014,11.25
1633,BlueDev,Almond Milk,4/9/2014,7.19
1634,Global Media,Flower Bouquet,2/26/2014,4.15
1635,NekoAngelic,Bowling Ball,4/11/2014,11.44
1636,JournalKnot,Krusty-Os,2/25/2014,10.23
1637,FantasyXoxox,Flower Bouquet,1/22/2014,7.18
1638,DudeCakeGrabs,Barley,3/8/2014,4.04
1639,FootballNot,Squishee,1/1/2014,12.53
1640,AboutWise,Devil Donut,3/17/2014,4.66
1641,Avanscran,Slingshot,1/6/2014,12.04
1642,Pinchoint,Slingshot,2/7/2014,6.4
1643,Bizarrestan,Hot Dog,1/24/2014,7.67
1644,IcyEye,Saxophone Reed,1/6/2014,8.02
1645,BabyPro,Pacifier,1/19/2014,10.03
1646,PositiveSpider,Squishee,1/8/2014,10.17
1647,Slayerptig,Saxophone Reed,1/19/2014,7.15
1648,CleverSimple,Snow Plow,2/5/2014,8.71
1649,HulkBlonde,Slingshot,4/11/2014,9.95
1650,Acme,Flower Bouquet,1/6/2014,10.38
1651,Networker,Barley,3/18/2014,10.08
1652,PiercePeach,Saxophone Reed,3/28/2014,12.89
1653,Poshytess,Krusty-Os,2/27/2014,12.28
1654,Inaching,Bowling Ball,2/27/2014,11.89
1655,Optionic,Saxophone Reed,4/30/2014,12.33
1656,Collerer,Devil Donut,2/6/2014,5.27
1657,Lyndatage,Buzz Cola,2/18/2014,9.91
1658,GuyPhia,Almond Milk,3/12/2014,7.91
1659,Recipecide,Barley,1/23/2014,10
1660,Quintin,Pacifier,2/23/2014,6.94
1661,LaxrWord,Devil Donut,1/31/2014,3.62
1662,NoticeSports,Slingshot,3/17/2014,7.69
1663,ArsenalKino,Krusty-Os,3/3/2014,6.75
1664,Insideally,Devil Donut,3/31/2014,4.52
1665,Positiverc,Krusty-Os,1/25/2014,12.36
1666,Lukeythmed,Devil Donut,2/1/2014,5.89
1667,Acidyles,Left-handed Scissors,2/5/2014,11.4
1668,Finaldelu,Bowling Ball,3/12/2014,7.97
1669,AboveRosa,Squishee,4/8/2014,5.67
1670,FixEver,Bowling Ball,3/16/2014,6.38
1671,Papertica,Buzz Cola,1/17/2014,3.96
1672,Prestigeye,Devil Donut,4/6/2014,12.27
1673,Mudsalib,Devil Donut,3/16/2014,4.05
1674,MatterSimply,Slingshot,1/27/2014,4.94
1675,Colictor,Almond Milk,1/11/2014,10.55
1676,Bizarrevces,Pacifier,1/19/2014,11.95
1677,CzarCandyPool,Almond Milk,4/6/2014,11.27
1678,Parkettsto,Orange Punch,1/5/2014,10.45
1679,Puppygman,Orange Punch,1/15/2014,3.17
1680,AnnouncerKing,Pacifier,2/10/2014,8.63
1681,GoldTarget,Left-handed Scissors,4/4/2014,11.44
1682,Nanosill,Saxophone Reed,4/16/2014,8.4
1683,Puppygman,Bowling Ball,2/21/2014,4.49
1684,BearDigestAir,Slingshot,3/17/2014,11.32
1685,Docunche,Snow Plow,4/2/2014,8.03
1686,Headlines,Buzz Cola,2/20/2014,3.15
1687,Lacegere,Flower Bouquet,2/16/2014,7.41
1688,Acidyles,Buzz Cola,1/25/2014,5.76
1689,Cimballe,Bowling Ball,3/7/2014,4.79
1690,Audivinq,Squishee,1/22/2014,11.65
1691,Donaldenes,Slingshot,1/13/2014,3.44
1692,Bridgec,Pacifier,2/10/2014,7.84
1693,AboveRosa,Squishee,3/13/2014,4.27
1694,Latinament,Devil Donut,4/5/2014,9.74
1695,Selverac,Buzz Cola,2/28/2014,9.14
1696,NekoAngelic,Almond Milk,2/13/2014,10.65
1697,Mubarnet,Bowling Ball,2/24/2014,5.21
1698,BleakKid,Hot Dog,3/1/2014,10.92
1699,BauerPure,Orange Punch,2/6/2014,9.15
1700,Hjaltinre,Orange Punch,3/9/2014,5.98
1701,ChiNotice,Saxophone Reed,3/16/2014,4.53
1702,Rockeefl,Snow Plow,1/23/2014,7.31
1703,ChatSingFarer,Left-handed Scissors,3/17/2014,8.72
1704,PattyFreezing,Barley,4/26/2014,10.12
1705,BingNumero,Almond Milk,2/22/2014,8.14
1706,Lukeythmed,Hot Dog,3/26/2014,10.26
1707,Chestium,Snow Plow,1/11/2014,10.07
1708,Rainbower,Orange Punch,1/20/2014,11.9
1709,HenryGhoul,Squishee,1/31/2014,9.12
1710,Ificoact,Slingshot,4/30/2014,3.59
1711,MurphyFan,Barley,4/13/2014,4.19
1712,Fangossen,Orange Punch,1/12/2014,5.38
1713,Chilledet,Flower Bouquet,2/11/2014,5.43
1714,Adminte,Saxophone Reed,1/26/2014,11.28
1715,Boxwoodet,Buzz Cola,1/7/2014,12.82
1716,NipZero,Devil Donut,2/22/2014,7.04
1717,Bradeluxie,Flower Bouquet,1/31/2014,12.95
1718,Greygramid,Devil Donut,3/21/2014,6
1719,Kalamicvi,Bowling Ball,4/24/2014,10.66
1720,Choicance,Saxophone Reed,1/6/2014,12.3
1721,BauerCheese,Snow Plow,2/27/2014,9.07
1722,Bizarrestan,Almond Milk,2/18/2014,10.51
1723,PurpleShoes,Snow Plow,1/25/2014,9.5
1724,Stargalta,Buzz Cola,3/27/2014,6.71
1725,Alcheri,Orange Punch,4/18/2014,6.17
1726,Choicance,Left-handed Scissors,3/9/2014,4.82
1727,GuyFarerCake,Buzz Cola,2/16/2014,8.39
1728,Laquield,Left-handed Scissors,1/14/2014,6.7
1729,Mdogglectus,Almond Milk,2/9/2014,6.63
1730,BlueDev,Bowling Ball,1/15/2014,6.5
1731,HulkDiagonal,Almond Milk,2/6/2014,8.56
1732,Chiaritail,Barley,1/15/2014,5.19
1733,PurpleShoes,Snow Plow,4/14/2014,10.02
1734,HelloGrand,Orange Punch,3/20/2014,6.22
1735,GossipNight,Pacifier,1/29/2014,4.05
1736,Slayerptig,Slingshot,4/6/2014,6.39
1737,DudeCakeGrabs,Saxophone Reed,1/21/2014,11.97
1738,Ionidexcros,Flower Bouquet,2/7/2014,12.1
1739,Glamouroy,Snow Plow,2/24/2014,8.78
1740,DigestTight,Orange Punch,2/15/2014,12.4
1741,Perustima,Flower Bouquet,4/28/2014,5.19
1742,Purplellis,Pacifier,1/11/2014,5.63
1743,Conspiracy,Barley,4/20/2014,12.04
1744,LilCrown2free,Orange Punch,1/1/2014,7.63
1745,DigestTight,Flower Bouquet,3/22/2014,8.53
1746,Clownwean,Krusty-Os,3/5/2014,11.7
1747,Eapperpl,Snow Plow,2/27/2014,5.59
1748,Enlisher,Orange Punch,4/3/2014,12.35
1749,Pathbaud,Hot Dog,2/12/2014,3.14
1750,OneHelp,Krusty-Os,3/11/2014,6.58
1751,Dualcrewa,Saxophone Reed,3/8/2014,10.16
1752,KiddoAnhart,Saxophone Reed,4/13/2014,12.7
1753,BoaFairy,Bowling Ball,1/14/2014,10.27
1754,Cellisti,Snow Plow,2/24/2014,10.53
1755,Hanglober,Buzz Cola,4/15/2014,12.83
1756,Alphenymp,Pacifier,2/25/2014,11.13
1757,Forsyncer,Hot Dog,4/10/2014,5.35
1758,GoldTarget,Almond Milk,4/6/2014,10.4
1759,Boostleysse,Slingshot,1/5/2014,4.82
1760,Brandenes,Almond Milk,3/30/2014,12.28
1761,Eapperpl,Devil Donut,1/12/2014,11.45
1762,ForlifeLittle,Left-handed Scissors,1/27/2014,9.89
1763,Chicatrisv,Pacifier,4/14/2014,8.74
1764,Caperlexe,Buzz Cola,1/5/2014,8.21
1765,Ladynallik,Hot Dog,2/15/2014,7.61
1766,RonzUber,Bowling Ball,3/2/2014,11.33
